-1.057,-2.0949,1
-2.5654,0.2153,0
-2.652,0.0446,0
-0.3981,-2.5809,1
-0.4529,1.9611,0
-1.6606,0.7646,0
0.4626,-0.6199,0
-2.7205,2.1508,0
-2.1345,-2.2932,1
1.8968,-1.9156,1
0.8335,-0.7656,1
-2.6233,-2.6424,1
1.0824,-0.4344,1
0.5134,-0.2809,1
1.7663,1.194,1
0.4465,0.1512,0
1.3767,-1.2724,1
-2.2916,-0.4913,0
-2.0881,-0.0662,1
1.0093,1.5874,0
2.2529,-1.1175,1
0.5662,0.4794,1
2.0398,2.6681,0
0.9849,-2.636,1
0.8828,2.9586,0
-1.2924,-0.6853,0
-2.8646,-0.2298,0
-2.2974,-2.6463,1
-2.224,-1.5143,1
2.2285,-2.5165,1
0.2966,2.3003,0
2.1839,-1.3295,1
-0.8474,2.3052,0
-2.0945,-1.9427,1
-1.6,-0.0902,0
-1.4235,-2.9754,1
-0.7845,0.398,0
1.143,0.0929,1
1.0572,-2.676,1
1.6798,2.2471,0
-0.6457,-0.6061,1
0.8057,-2.6265,1
-1.7474,-2.0262,1
-2.6845,-2.9986,1
-2.3912,-0.8183,1
2.246,0.6844,1
-1.4865,-0.9157,1
-2.2629,2.0936,0
-0.2041,-0.097,1
-2.3869,-0.9442,1
1.9731,-2.0314,1
2.7059,0.1695,1
0.259,-2.8377,1
2.871,2.18,0
-1.4333,-0.7998,1
1.6316,0.1956,1
-1.022,-1.6617,1
2.9096,2.1158,0
1.91,1.4392,1
0.1058,-0.8666,1
-2.8324,-1.3235,1
1.1551,2.7391,0
2.6221,2.9282,0
-0.8122,-1.6772,1
-1.8198,-1.7738,1
2.4019,2.0426,1
0.9179,1.7979,1
0.9635,2.4587,0
1.5008,-0.1318,1
1.7348,-1.0049,1
2.8299,-0.625,1
2.6808,1.3488,1
-2.2378,-2.0931,0
1.839,-2.123,1
2.8818,0.9436,1
0.292,-2.2141,1
2.8253,0.898,1
2.6017,-0.3971,1
1.9569,-1.7337,1
-1.2422,-1.5568,1
-1.4438,-0.4859,1
2.4601,-0.8773,1
0.5001,2.4258,0
2.5063,0.0099,1
0.141,-2.8878,1
-1.9014,-2.9764,1
-1.9659,-0.159,0
0.3389,-1.0441,1
0.3327,1.7056,0
0.3618,-1.509,1
1.6336,0.0463,1
1.56,2.4749,0
0.6752,0.0333,1
1.1564,-0.2859,1
-0.1318,2.649,0
2.2592,2.6531,0
0.3571,2.6596,0
-2.1772,-2.2703,1
-2.5647,-1.5562,1
1.0168,1.7036,0
-2.0733,1.2967,0
-2.1421,2.297,0
-1.6825,2.715,0
-0.0764,2.9392,0
-2.0312,-0.4109,0
-0.9653,-1.8255,1
1.3329,-2.8831,1
-0.3573,-2.8915,1
0.7436,0.0736,1
2.9105,1.7302,0
-2.3713,-1.4066,1
1.674,-1.3773,1
-0.4665,2.4685,0
-1.4483,-2.1038,1
0.4236,1.2025,1
-2.6548,1.1292,0
-2.5655,2.6301,0
1.8098,-2.4975,1
-2.6003,2.1766,0
-0.9651,0.3184,0
-1.3928,-2.2247,1
-1.5694,-2.3433,1
-2.6977,-1.7894,1
-1.17,1.557,0
0.0005,-1.9326,1
-2.891,-1.4973,1
1.3985,0.3063,1
-0.1514,2.6079,0
1.9135,-0.4069,1
2.0077,-0.6415,1
1.1265,2.8946,0
1.9937,1.2404,1
-0.5718,-0.9147,1
-2.2211,-2.5757,1
-1.4664,-2.0205,1
2.0476,2.2232,0
-1.3084,-1.5467,1
-0.2433,-2.0548,1
-1.4205,2.7707,0
0.2824,-1.5333,1
-1.1427,-0.8605,1
-0.7102,-0.1521,0
-1.7941,0.0284,1
-1.415,-2.4615,1
-2.75,-2.865,1
-1.6031,0.5135,0
1.5032,0.9453,1
2.2745,-0.6629,1
2.9084,-2.1032,1
0.8593,-2.7373,1
2.3517,0.764,1
1.8733,-2.1642,1
0.0262,2.0096,0
1.9585,0.5044,1
1.0974,1.16,1
-2.813,-2.2014,1
-2.3705,2.0149,0
0.7666,0.7574,0
-0.0642,-2.9801,1
1.4896,0.0178,1
0.9558,-2.6037,1
-1.4868,-2.5533,1
1.376,-1.7687,1
2.8544,-0.0363,1
-0.1259,1.1022,0
0.7018,0.8566,1
-2.1154,-1.4764,0
-1.1735,0.4066,1
-2.636,-1.3874,0
1.1531,1.0542,1
0.0992,-0.212,1
-2.289,2.362,0
2.8688,2.6175,1
-0.2462,1.9194,0
-0.3033,-1.3881,1
2.6735,-1.7357,1
-2.1496,0.1444,0
-2.2044,1.9213,0
2.3212,1.22,1
2.3862,-0.0832,1
-2.9785,-0.0498,0
-1.1883,-2.1558,1
-1.1035,2.0414,1
1.5044,2.0347,1
2.5584,1.2781,0
-1.261,-0.7667,1
2.9928,0.5351,1
-0.4317,-1.3491,1
-2.3897,2.0081,0
2.6135,-1.5041,1
0.0658,-1.8609,1
2.737,2.3056,0
0.7854,2.4805,0
0.2954,1.3174,1
1.3941,-0.2948,1
0.8669,-1.2828,1
2.5607,-2.2361,1
-0.938,-1.2134,1
2.8578,-1.439,1
-1.195,0.3439,0
-1.996,-2.0301,1
2.4358,-0.0175,1
2.4376,2.9789,0
-2.1624,-1.8456,1
-0.9483,-2.4534,1
-1.4499,0.4177,0
1.4979,-0.5233,1
0.145,-0.7388,1
-2.6276,-1.3349,0
-2.2448,0.0204,0
2.1772,-1.7042,1
-1.5093,-0.6015,0
2.7237,2.0921,0
-2.8691,-2.8065,1
2.3742,-0.1604,1
-2.9989,-0.6509,0
1.9535,2.1328,0
-1.5092,-2.3457,1
0.1342,1.0925,0
1.3304,0.8841,0
-0.256,0.309,1
1.6938,-1.6045,1
0.873,-1.1773,1
-1.4892,0.8177,0
-2.3272,-2.5779,1
0.4973,-0.6715,1
0.6064,-2.9372,1
-0.2359,2.7536,0
2.3026,-0.1482,1
-1.5176,2.7637,0
-1.1556,-2.8693,1
1.0468,-0.4799,1
1.0041,2.551,0
-2.7954,-0.9717,0
1.0954,-1.8115,1
1.4348,0.0293,1
2.8192,-1.1297,1
-1.6151,-1.6713,1
-1.2304,2.7116,0
-1.8761,-1.6601,1
0.9918,2.6926,0
-0.6392,-1.7223,0
-2.1485,-2.689,1
-0.6401,2.389,0
1.3963,2.9852,0
-1.0245,-1.8869,1
1.4779,-2.8086,1
-0.7283,-0.7567,1
-1.9844,-2.9828,1
-0.8912,2.7331,0
2.7856,-1.7556,1
1.9294,1.932,1
-2.7045,-0.1592,0
2.517,-1.8418,1
2.382,-2.8183,1
1.8709,1.6,1
-2.7909,-2.6245,0
-1.4579,1.4837,0
-0.9656,-1.3661,0
0.7019,-1.427,1
-1.1011,-1.3462,1
1.5339,2.4988,0
2.6595,-2.8545,1
-0.1489,2.7407,0
-0.6809,-1.4937,1
-0.0392,2.5686,0
1.8154,1.4309,0
1.6369,0.6435,1
-1.0827,-0.8288,0
-2.5259,-1.8161,0
-1.5162,-2.6116,1
0.3156,-1.0454,0
2.3008,2.9269,0
-2.4955,-2.4215,1
1.2586,-0.3182,1
-0.499,0.7218,0
1.4879,2.0819,0
-2.273,2.0452,0
0.4013,-0.7622,1
-1.8049,-1.5154,1
-2.0801,2.305,0
-1.042,-0.6236,0
0.0439,-1.6117,1
0.92,2.9457,0
-0.1514,1.9146,0
2.4863,-2.7578,1
-2.2847,-1.8626,0
0.4992,2.581,0
2.1968,-0.3053,1
1.6667,2.6742,0
0.5769,0.7197,1
-0.7877,-2.1518,1
-1.4705,0.5965,0
-1.7793,-2.9317,1
1.0699,-1.8891,1
-1.7796,1.7717,0
-2.6204,-2.3917,1
0.3008,0.8351,1
-2.0179,1.1724,0
-1.3002,-1.1544,0
-1.1258,0.3991,0
-0.5013,2.1855,0
-0.8173,-1.8168,1
-1.778,-2.9647,1
-0.4575,1.9222,0
2.297,-0.2346,1
-2.911,0.3093,0
2.4588,-2.4658,1
-0.7749,0.0268,1
-1.3002,0.127,0
-2.3472,-0.0569,0
